x1,x2,y
1.496133609143174,0.9121488034492736,1
-0.04639434673426934,0.16247195995785846,1
-0.7289686274214192,0.6845471059286804,0
-0.8822912264349596,0.47070393216532064,0
0.06279051952930931,0.9980267284282718,0
1.3235325976284344,0.4327310508732538,1
0.737513117358174,0.6753328081210243,0
-0.4992894726405892,0.9623098173300655,1
0.958521789017376,0.28501926246997605,0
0.297041581577033,0.9548645447466436,0
1.2542513807361115,0.34341424424705236,1
1.3938414241512698,0.5516167839099799,1
0.3373628348051196,0.013314055792131407,1
0.23649899702372218,0.9716317329146745,0
-0.9048270524660255,0.42577929156506006,0
0.7026499697988493,0.7115356772092852,0
0.5144395337815064,0.8575266561936523,0
-0.3938414241512639,0.5516167839099679,1
-0.6753328081210322,0.7375131173581667,0
1.2026499697988569,0.2884643227907223,1
0.90290643571367,0.08475882737908569,1
-0.29704158157704175,0.9548645447466408,0
0.17905639019279224,0.0529016950052551,1
-0.4029064357136701,0.9152411726209143,0
0.8701837546695257,0.4927273415482915,0
-0.33281954452299367,0.942990535892862,0
0.5502443181797746,0.0012630433939827546,1
-0.5979049830575267,0.8015669848708707,0
0.4748699045566669,0.0003158107166999491,1
0.30901699437494556,0.9510565162951542,0
-0.9798550523842501,0.1997099805143914,0
0.9772681235681935,0.2120071099220546,0
0.7542513807361039,0.6565857557529563,0
-0.08778525229247336,0.19098300562505277,1
-0.42977648588825146,0.6318754473153221,1
0.05161678390996832,0.10615857584873589,1
1.344327925502022,0.4641732050210142,1
1.2115356772092931,0.2973500302011587,1
1.4904614256966535,0.8622097093153782,1
-0.7115356772092931,0.7026499697988413,0
0.8564118787132579,0.06567105754339064,1
1.3375280400421485,0.45360565326574165,1
0.7242707609493875,0.025473127213424318,1
0.018246325898285065,0.1236933199561362,1
-0.42507720683445804,0.620220904478199,1
-0.5775727034222754,0.8163392507171784,0
-0.87630668004387,0.48175367410170356,0
1.451056516295158,0.6909830056250668,1
-0.9585217890173802,0.28501926246996157,0
-0.9716317329146776,0.2364989970237095,0
1.4772681235681968,0.7879928900779608,1
-0.4949510169813002,0.8996382851487851,1
-0.19365330581280515,0.2796909751120933,1
0.48175367410171493,0.8763066800438638,0
0.4483832160900317,0.8938414241512641,0
0.19970998051440417,0.9798550523842474,0
-0.12533323356430986,0.9921147013144771,0
0.02929606783466787,0.1177087735650465,1
-0.9980267284282727,0.0627905195292963,0
-0.47985505238424686,0.8002900194855931,1
0.9707039321653401,0.11770877356505072,1
0.9101059706849958,0.41437558099328403,0
-0.26084150628990355,0.9653816388332721,0
0.9798550523842469,0.19970998051440697,0
-0.037690182669939454,0.9992894726405891,0
0.7115356772092855,0.7026499697988491,0
-0.471631732914674,0.7635010029762754,1
0.17502305897527298,0.9845643345292059,0
1.1565857557529644,0.245748619263903,1
-0.9510565162951582,0.3090169943749332,0
-0.7375131173581816,0.675332808121016,0
0.1435881212867507,0.06567105754338742,1
1.447098304994749,0.6790563901928046,1
0.6660118674342518,0.745941145424182,0
0.5000000000000046,0,1
0.8822912264349534,0.47070393216533246,0
-0.5358267949790043,0.8443279255020102,0
0.9595798606214954,0.1118635511864593,1
0.816339250717184,0.5775727034222675,0
1.4250772068344635,0.6202209044782121,1
0.22427076094937856,0.9745268727865778,0
0.92577929156508,0.09517294753398386,1
-0.14705596156944445,0.23755748898855233,1
-0.2486898871648613,0.9685831611286294,0
0.9927273415482991,0.12981624533047864,1
1.4343289424566172,0.6435881212867629,1
0.9429905358928645,0.33281954452298657,0
-0.32353259762842745,0.4327310508732436,1
-0.6936533058128128,0.7203090248878994,0
-0.9653816388332779,0.26084150628988206,0
0.9999210442038161,0.012566039883352607,0
-0.9921147013144799,0.1253332335642878,0
-0.47070393216534007,0.8822912264349493,0
-0.34464292317452416,0.9387338576538715,0
0.40290643571366164,0.915241172620918,0
